"Objektid","Versjonsid","Startdato","Sluttdato","Sist modifisert","Fylkesnavn","Kommunenavn","Fylke","Kommune","Vegkategori","Status","Vegnummer","Hovedparsell","Fra meter","Til meter","Strekningslengde","Alternativ uhellskode","Alvorligste skadegrad","Anmeldelsesnummer","Antall alvorlig skadet","Antall drepte i ulykken","Antall enheter","Antall kjørefelt","Antall lettere skadet","Antall meget alvorlig skadet","Bebyggelse","Behandlende politidistrikt","Beskrivelse","Dekketype","Fartsgrense","Felttype","Føreforhold","Geometri, punkt","Historisk hp","Historisk kilometerverdi","Historisk vegkategori","Historisk vegnummer","Historisk vegstatus","Kilde for ulykken","Kommunenr","Lysforhold","Meldingsdato","Midtdeler","Ok SSB","Oppgitt antall skadde","PunktTilknytning","Registrering status","Registreringsdato for fagdata","Stedfestingens nøyaktighet","Stedsbeskrivelse","Stedsforhold","Temperatur","Uhell kategori","Uhellskode","Ukedag","Ulykke registrert av","Ulykkesdato","Ulykkestidspunkt","Vegbredde","Vegnavn","Vegtype","Værforhold"
"86373330","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2321","","0.0","","Lettere skadd","","0","0","2","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261438.89654541 6649246.02978516)","2","2370","Europaveg","18","Eksisterende veg","","301","Tussmørke, skumring","","","","","","","2005-11-10","","","Tunnel (primært for motorkjøretøy)","0","Bilulykke","Skifte av felt til venstre","Tirsdag","","2005-06-14","14:32","17.0","E-18, Festningstunnellen, østgående retning","Motorveg","God sikt, opphold"
"86379298","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2331","","0.0","","Lettere skadd","","0","0","1","3","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261434.157653809 6649219.27197266)","2","2380","Europaveg","18","Eksisterende veg","","301","Dagslys","","","","","","","2004-09-23","","","Tunnel (primært for motorkjøretøy)","0","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Fredag","","2004-04-09","09:34","","Festningstunnelen retn øst","Motorveg","God sikt, opphold"
"86444465","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2341","","0.0","","Lettere skadd","","0","0","1","","2","0","Ukjent","","","Asfalt, oljegrus","70","Ukjent","Våt, bar veg","","2","2390","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1996-05-19","","","Ukjent","","Bilulykke","Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning","Søndag","","1995-09-24","21:50","","","Annet (plass mm)","God sikt, nedbør"
"86395413","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2351","","0.0","","Lettere skadd","","0","0","1","6","4","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2400","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2001-07-26","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Enslig kjøretøy kjørte utfor på venstre side i høyrekurve","Torsdag","","2001-05-31","21:25","20.2","Festningstunnelen","Vanlig veg/gate","God sikt, opphold"
"86382723","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2351","","0.0","","Lettere skadd","","0","0","2","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2400","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2004-01-21","","","Tunnel (primært for motorkjøretøy)","18","Bilulykke","Skifte av felt til høyre","Fredag","","2003-08-29","13:45","21.3","Ev18 Ibunn av Festningstunnelen retn vest","Motorveg","God sikt, opphold"
"86434178","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2351","","0.0","","Lettere skadd","","0","0","1","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Glatt ellers","","2","2400","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1998-06-09","","","Tunnel (primært for motorkjøretøy)","20","Mc ulykke","Enslig kjøretøy veltet i kjørebanen","Torsdag","","1997-07-03","21:15","21.3","Oslotunnellen, østg. løp.","Motorveg","God sikt, opphold"
"86373325","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2351","","0.0","","Lettere skadd","","0","0","2","3","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261410.336212158 6649253.89257812)","2","2400","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2005-11-10","","","Tunnel (primært for motorkjøretøy)","0","Bilulykke","Påkjøring av forankjørende ved skifte av felt til høyre","Mandag","","2005-06-06","17:35","14.0","E-18 Festningstunnel vestgående, omtrentlig i sent","Motorveg","God sikt, opphold"
"163459805","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2352","","0.0","","Lettere skadd","","0","","4","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261409.0 6649221.0)","2","2401","Europaveg","18","Eksisterende veg","","301","Dagslys","","Nei","","","","","2008-05-22","Tilnærmet","","Tunnel (primært for motorkjøretøy)","","Mc ulykke","Uhell med uklart forløp mellom kjøretøy med samme kjøreretning","Søndag","","2008-05-04","17:46","21.6","Festningstunnelen østgående ca i midt i","Motorveg","God sikt, opphold"
"339500588","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2358","","0.0","","Lettere skadd","","0","0","2","4","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261405.7 6649227.4)","2","2358","Europaveg","18","Eksisterende veg","","301","Tussmørke, skumring","","Ja","","2","","","2013-01-30","Nøyaktig","","Tunnel (primært for motorkjøretøy)","9","Bilulykke","Påkjøring bakfra","Fredag","","2012-05-04","10:42","21.6","Festningstunnellen retn øst","Vanlig veg/gate","God sikt, opphold"
"86448306","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2371","","0.0","","Lettere skadd","","0","0","2","","1","0","Ukjent","","","Asfalt, oljegrus","70","Ukjent","Våt, bar veg","","2","2420","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","1996-05-11","","","Ukjent","","Bilulykke","Skifte av felt til høyre","Fredag","","1995-01-13","17:40","","","Vanlig veg/gate","God sikt, opphold"
"197892387","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2373","","0.0","","Lettere skadd","","0","","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","60","Vanlig kjørefelt","Våt, bar veg","POINT (261391.8 6649240.4)","2","2422","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2008-10-29","Nøyaktig","","Tunnel (primært for motorkjøretøy)","10","Bilulykke","Kjøring i parallelle kjørefelter forøvrig","Onsdag","","2008-10-08","20:55","","Festningstunnelen østgående ca100m før bunnen","Motorveg","God sikt, opphold"
"86385742","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2376","","0.0","","Lettere skadd","","0","0","5","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2425","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","","","","","","2003-05-08","","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Fredag","","2002-10-04","17:29","20.9","Festningstunnelen retn øst","Motorveg","God sikt, opphold"
"197054809","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2393","","0.0","","Lettere skadd","","0","","2","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","","POINT (261369.0 6649237.0)","2","2442","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","","","","2008-10-09","Nøyaktig","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Fredag","","2008-09-26","16:15","21.1","Festningstunnelen østg påkj fra Dronning Maudsgt","Vanlig veg/gate",""
"86381724","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2406","","0.0","","Lettere skadd","","0","0","2","7","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","","2","2455","Europaveg","18","Eksisterende veg","","301","Dagslys","","","","","","","2004-04-01","","","Tunnel (primært for motorkjøretøy)","15","Bilulykke","Skifte av felt til venstre","Torsdag","","2003-09-11","14:26","21.2","E18 Festningstunnelen v/påkjør fra D.Maudsg retn ø","Motorveg","God sikt, opphold"
"119354298","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2407","","0.0","","Lettere skadd","","0","0","4","3","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Våt, bar veg","POINT (261354.0 6649233.0)","2","2456","Europaveg","18","Eksisterende veg","","301","Ukjent","","Nei","","","","","2007-02-07","Nøyaktig","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Kjøring i parallelle kjørefelter forøvrig","Lørdag","","2006-08-19","14:55","21.1","Festningstunnelen, østgående løp. Nederst i tunnel","Motortrafikkveg","God sikt, opphold"
"178659675","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2413","","0.0","","Lettere skadd","","0","0","2","6","2","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261350.0 6649238.0)","2","2462","Europaveg","18","Eksisterende veg","","301","","","Nei","","2","","","2009-06-26","Nøyaktig","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Påkjøring bakfra","Fredag","","2008-07-18","14:40","21.3","Festningstunnelen østgående v/påkj fra Vika","Motorveg","God sikt, opphold"
"230285064","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2427","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Tørr, bar veg","POINT (261337.4 6649238.2)","2","2476","Europaveg","18","Eksisterende veg","","301","Mørkt med vegbelysning","","Nei","","1","","","2009-09-28","Nøyaktig","","Tunnel (primært for motorkjøretøy)","15","Mc ulykke","Påkjøring bakfra","Mandag","","2009-08-17","17:40","21.3","Festningstunnelen østgående v/påkj fra Dr. Maudsgt","Motorveg","God sikt, opphold"
"469144141","1","2014-10-26","2019-09-01","2014-11-27 13:26:54","OSLO","OSLO","3","0","E","V","18","2","2429","","0.0","","Lettere skadd","","0","0","2","6","1","0","Utenfor tettbebyggelse","","","Asfalt, oljegrus","70","Vanlig kjørefelt","Ukjent","POINT (261336.5 6649247.4)","2","2429","Europaveg","18","Eksisterende veg","","301","Dagslys","","Nei","","1","","","2014-09-12","Nøyaktig","","Tunnel (primært for motorkjøretøy)","","Bilulykke","Skifte av felt til venstre","Tirsdag","","2013-10-22","14:18","21.2","Operatunnelen ved vika","Vanlig veg/gate","Ukjent"
